Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
29502358,"Wisdom from Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and the Middle Class Do Not!",Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0762460997""","=""9780762460991""",0,4.21,RP Minis,Hardcover,128,2016,,,2022/11/27,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",0,4.14,Ecco,Hardcover,392,2015,2015,,2022/11/27,,,read,,,,1,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.21,Bantam Books,Paperback,226,1998,1988,,2022/11/27,,,read,,,,1,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.11,Simon & Schuster Audio,Audio CD,16,2017,2017,,2022/11/27,,,read,,,,1,0
49682914,The Subtle Art of Not Giving a Fuck,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.88,HarperCollins,Hardcover,206,2016,2016,,2022/11/27,,,read,,,,1,0
20821042,80/20 Running: Run Stronger and Race Faster by Training Slower,Matt Fitzgerald,"Fitzgerald, Matt",Robert Johnson,"=""0451470885""","=""9780451470881""",0,3.94,Berkley,Paperback,272,2014,2014,,2022/11/27,,,read,,,,1,0
36448501,The Bitcoin Standard: The Decentralized Alternative to Central Banking,Saifedean Ammous,"Ammous, Saifedean",,"=""1119473861""","=""9781119473862""",0,4.17,Wiley,Hardcover,304,2018,2018,,2022/11/27,,,read,,,,1,0
36197082,Cryptoassets: The Innovative Investor's Guide to Bitcoin and Beyond,Chris Burniske,"Burniske, Chris",Jack Tatar,"=""126002668X""","=""9781260026689""",0,3.92,McGraw Hill,Kindle Edition,369,2017,2017,,2022/11/27,,,read,,,,1,0
31869077,The Internet of Money,Andreas M. Antonopoulos,"Antonopoulos, Andreas M.",,"=""""","=""""",0,4.06,Merkle Bloom LLC,Kindle Edition,200,2016,2016,,2022/11/27,,,read,,,,1,0
25894041,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World",Don Tapscott,"Tapscott, Don",Alex Tapscott,"=""0670069973""","=""9780670069972""",0,3.38,Portfolio,Hardcover,368,2016,2016,,2022/11/27,,,read,,,,1,0
22174460,The Age of Cryptocurrency: How Bitcoin and Digital Money Are Challenging the Global Economic Order,Paul Vigna,"Vigna, Paul",Michael J. Casey,"=""1250065631""","=""9781250065636""",0,3.83,St. Martin's Press,Hardcover,368,2015,2015,,2022/11/27,,,read,,,,1,0
641604,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,"Godin, Seth",,"=""159184021X""","=""9781591840213""",0,3.78,Portfolio,Hardcover,145,2003,2003,,2022/11/27,,,read,,,,1,0
